"Key No. ","Property Type ","Acquired","Total Mgt. Expenses","Closed","Sale Price"
3642716000,"Single Family","2014-06-02",350.7,"2014-11-26",1000
3651187100,"Single Family","2013-08-16",672.87,"2014-02-04",5000
3660201000,"Single Family","2014-07-14",179.64,"2014-12-23",1000
3660361000,"Duplex","2013-10-14",1952.91,"2014-09-05",3000
3660378100,"Duplex","2013-08-16",289.85,"2014-09-30",1
3661040000,"Single Family","2013-12-02",454.71,"2014-11-04",8025
3661503000,"Single Family","2013-12-02",205.29,"2014-07-25",1000
3870320000,"Duplex","2013-08-16",2570.36,"2014-08-04",10800
3880402000,"Duplex","2013-08-16",3782.15,"2014-07-28",1000
3881022000,"Duplex","2013-10-14",3361.89,"2014-09-08",25000
3891722000,"Single Family","2013-12-02",77.82,"2014-08-18",7500
3899988100,"Duplex","2013-08-16",381.88,"2014-12-04",4000
4000304000,"Single Family","2012-12-17",630.61,"2014-01-23",6375
4010363000,"Duplex","2012-10-08",3327.28,"2014-02-06",10000
4012020100,"Single Family","2013-08-16",122.19,"2014-05-09",5700
4012083000,"Duplex","2013-10-14",9064.45,"2014-07-31",23000
4020556000,"Single Family","2013-10-14",1898.49,"2014-04-24",18000
4040625000,"Single Family","2013-10-14",1244.98,"2014-02-21",25300
4061013000,"Single Family","2013-08-16",68.82,"2014-02-13",10000
4200293000,"Single Family","2011-11-14",1339.83,"2014-01-28",13400
4310984000,"Single Family","2012-12-17",1192.88,"2014-01-31",14400
4320254000,"Single Family","2013-10-14",679.64,"2014-06-26",9000
4320313000,"Single Family","2012-10-08",622.02,"2014-07-11",1000
4320843000,"Duplex & Single Family","2013-08-16",1221.3,"2014-05-27",13500
4320944100,"Warehouse","2009-07-20",624.22,"2014-09-19",55001
4331026000,"Single Family","2013-08-16",777.23,"2014-12-16",34000
4340118000,"Duplex","2013-08-16",475.3,"2014-04-10",1000
4340192000,"Single Family","2012-12-17",3884.31,"2014-05-09",8120
4340384000,"Single Family","2012-12-17",15689.07,"2014-04-10",1000
4341614100,"Multi-Family","2013-10-14",2526.16,"2014-10-23",1
