"Key No.","Property Type","Acquired","Total Mgt. Expenses","Closed","Sale Price"
3231196000,"Single Family","2013-10-14",5023.09,"2015-08-19",7500
3231424000,"Duplex","2008-07-28",7954.48,"2015-05-26",1000
3240172000,"Multi-Family","2015-01-05",282.33,"2015-08-27",7500
3240997000,"Duplex","2014-07-14",597.69,"2015-06-29",2625
3241332100,"Duplex","2014-09-15",1977.75,"2015-08-10",3550
3241505000,"Duplex","2014-07-14",1418.01,"2015-02-25",2500
3242107000,"Duplex","2015-01-05",1673.87,"2015-10-22",1
3242416000,"Restaurant","2012-07-09",2514.08,"2015-08-13",12000
3249805000,"Single Family","2014-06-02",1179.83,"2015-01-22",7200
3249973000,"Duplex","2014-06-02",2923.77,"2015-08-26",3450
3250094100,"Single Family","2015-01-05",68.66,"2015-08-19",2500
3250476000,"Single Family","2013-10-14",1180.99,"2015-04-08",2700
3250483000,"Single Family","2014-11-11",3079.2,"2015-12-10",2500
3250517000,"Duplex","2015-01-05",7153.79,"2015-09-23",4500
3251217000,"Single Family","2015-01-05",486.31,"2015-08-19",2500
3260174000,"Single Family","2015-01-05",6360.12,"2015-10-19",3000
3260190000,"Duplex","2014-07-14",270.03,"2015-01-06",7000
3260319100,"Duplex","2014-09-15",5812.09,"2015-04-29",2950
3260356100,"Duplex","2013-12-02",935.56,"2015-11-13",1
3261171100,"Duplex","2013-12-02",3053.61,"2015-10-14",2500
3261265000,"Duplex","2014-07-14",542.53,"2015-08-13",2500
3261471000,"Single Family","2014-09-15",6321.93,"2015-05-27",3500
3270323000,"Multi-Family","2013-08-16",752.9,"2015-09-17",2500
3270748000,"Duplex","2014-09-15",205736.88,"2015-05-08",3800
3270904000,"Single Family","2014-07-14",349.58,"2015-07-10",1
3271042000,"Duplex","2010-07-26",16488.89,"2015-07-23",7000
3271329000,"Duplex","2014-07-14",1261.34,"2015-03-20",5625
3271557000,"Single Family","2012-12-17",2210.36,"2015-06-24",2500
3280024000,"Single Family","2014-09-15",5825.06,"2015-10-28",1
3280317000,"Duplex","2015-06-08",995.74,"2015-10-01",1000
3280429000,"Duplex","2014-06-02",4299.27,"2015-01-13",5000
3280508000,"Duplex","2013-10-14",1243.21,"2015-06-17",8600
3280742000,"Duplex","2014-07-14",865.85,"2015-05-19",5500
3280767000,"Duplex","2014-06-02",3512.91,"2015-03-31",10000
3280921000,"Single Family","2012-12-17",4855.73,"2015-05-22",1000
3281411000,"Duplex","2013-10-14",2157.81,"2015-05-14",12750
3281901000,"Duplex","2015-06-08",493.51,"2015-10-05",9300
3290455000,"Single Family","2015-01-05",1024.57,"2015-08-12",1
3290550000,"Single Family","2014-09-15",536.21,"2015-05-29",5000
3291813000,"Single Family","2013-10-14",588.33,"2015-07-06",5000
3470310000,"Single Family","2013-10-14",531.79,"2015-09-03",6500
3470462000,"Duplex","2014-07-14",2265.13,"2015-01-22",5500
3470485000,"Single Family","2015-01-05",2057.82,"2015-06-24",22000
3470713000,"Duplex","2014-06-02",515.17,"2015-01-23",7000
3480204000,"Duplex","2015-06-08",1757.5,"2015-11-19",3000
3480249000,"Single Family","2013-12-02",251.69,"2015-10-01",2500
3480269000,"Duplex","2013-08-16",6508.31,"2015-03-30",1000
3480290000,"Com/Res","2014-11-11",931.55,"2015-07-30",1000
3480332100,"Duplex","2013-08-16",266.87,"2015-03-30",1000
3480416000,"Duplex","2015-01-05",550.38,"2015-06-17",6000
3480467000,"Single Family","2015-01-05",46.5,"2015-03-30",1000
