Key No.,Property Type ,Acquired,Total Mgt. Expenses,Closed,Sale Price
4012020100,Single Family,2013-08-16,"$122,19",2014-05-09,"$5,700,00"
4012083000,Duplex,2013-10-14,"$9.064,45",2014-07-31,"$23,000,00"
4020556000,Single Family,2013-10-14,"$1.898,49",2014-04-24,"$18,000,00"
4040625000,Single Family,2013-10-14,"$1.244,98",2014-02-21,"$25,300,00"
4061013000,Single Family,2013-08-16,"$68,82",2014-02-13,"$10,000,00"
4200293000,Single Family,2011-11-14,"$1.339,83",2014-01-28,"$13,400,00"
4310984000,Single Family,2012-12-17,"$1.192,88",2014-01-31,"$14,400,00"
4320254000,Single Family,2013-10-14,"$679,64",2014-06-26,"$9,000,00"
4320313000,Single Family,2012-10-08,"$622,02",2014-07-11,"$1,000,00"
4320944100,Warehouse,2009-07-20,"$624,22",2014-09-19,"$55,001,00"
4331026000,Single Family,2013-08-16,"$777,23",2014-12-16,"$34,000,00"
4340118000,Duplex,2013-08-16,"$475,30",2014-04-10,"$1,000,00"
4340192000,Single Family,2012-12-17,"$3.884,31",2014-05-09,"$8,120,00"
4340384000,Single Family,2012-12-17,"$15.689,07",2014-04-10,"$1,000,00"
4341614100,Multi-Family,2013-10-14,"$2.526,16",2014-10-23,"$1,00"
4360467000,Duplex,2013-10-14,"$490,25",2014-07-18,"$11,000,00"
4360474000,Duplex,2012-12-17,"$898,17",2014-05-02,"$1,000,00"
4581223000,Duplex,2013-10-14,"$95,52",2014-02-17,"$1,000,00"
4590012000,Single Family,2012-07-09,"$7.046,53",2014-04-01,"$15,000,00"
4590787000,Single Family,2013-10-14,"$749,32",2014-05-12,"$4,800,00"
4591434000,Single Family,2013-10-14,"$1.621,37",2014-09-29,"$15,603,00"
4601363000,Duplex,2013-10-14,"$374,00",2014-05-21,"$6,400,00"
4610652000,Duplex,2013-08-16,"$381,24",2014-10-31,"$5,500,00"
4620984000,Single Family,2012-12-17,"$2.088,25",2014-05-07,"$3,500,00"
4621198000,Duplex & Single Family,2013-10-14,"$3.279,35",2014-07-10,"$2,625,00"
4670357000,Single Family,2012-07-09,"$1.069,53",2014-09-29,"$1,000,00"
4680327000,Single Family,2010-07-26,"$679,10",2014-05-09,"$3,000,00"
4681216000,Duplex,2013-12-02,"$254,27",2014-11-25,"$16,875,00"
4681426000,Duplex,2012-07-09,"$6.827,25",2014-10-09,"$18,000,00"
4681617000,Single Family,2013-10-14,"$833,99",2014-06-25,"$9,814,00"
4692709000,Duplex,2013-12-02,"$957,41",2014-11-25,"$1,000,00"
4693137000,Single Family,2013-08-16,"$246,49",2014-11-12,"$15,000,00"
4702212000,Duplex,2013-08-16,"$6.331,47",2014-03-20,"$18,000,00"
4702315000,Single Family,2013-10-14,"$281,55",2014-07-11,"$11,500,00"
4703005000,Single Family,2013-10-14,"$3.690,84",2014-10-03,"$4,500,00"
4961068000,Duplex,2013-10-14,"$2.693,22",2014-10-06,"$25,000,00"
4970364100,Duplex,2013-10-14,"$397,72",2014-09-12,"$10,330,00"
4980103000,Duplex,2012-01-30,"$15.360,38",2014-11-26,"$1,000,00"
5080735000,Single Family,2013-08-16,"$354,80",2014-02-06,"$18,300,00"
5390089000,Duplex,2012-10-08,"$1.259,77",2014-03-04,"$46,565,00"
5500129100,Single Family,2012-12-17,"$1.405,98",2014-05-16,"$51,000,00"
5940229000,Single Family,2013-12-02,"$1.110,39",2014-10-30,"$38,250,00"
6239989000,Single Family,2012-10-08,"$514,65",2014-01-28,"$42,000,00"
