"Key No.","Property Type","Acquired","Total Mgt. Expenses","Closed","Sale Price "
3641401000,"Duplex","2015-09-14",901.39,"2016-03-17",2650
3641913100,"Duplex","2016-06-13",2412.78,"2016-11-16",4200
3642303000,"Duplex","2015-07-13",1754.92,"2016-03-15",17000
3650038100,"Single Family","2015-11-16",727.62,"2016-07-12",12000
3650057000,"Duplex","2015-09-14",554.66,"2016-07-20",6000
3650972000,"Single Family","2016-01-04",779.52,"2016-09-21",3000
3651311000,"Single Family","2015-11-16",224.32,"2016-08-18",40000
3660116100,"Duplex","2016-01-04",2429.42,"2016-08-09",2500
3660308000,"Single Family","2016-01-04",2979.85,"2016-12-21",2500
3661007000,"Single Family","2015-11-16",1386.38,"2016-07-06",15000
3661028000,"Multi-Family","2015-01-05",640.45,"2016-01-25",3150
3661082000,"Single Family","2013-10-14",4866.85,"2016-09-28",2500
3870334100,"Duplex","2014-07-14",6015.7,"2016-04-14",1000
3870714000,"Duplex","2015-11-16",1873.76,"2016-06-24",7500
3890102100,"Duplex","2014-06-02",3438.54,"2016-08-23",3750
3891313000,"Single Family","2016-06-13",1076.69,"2016-11-17",5250
4000741000,"Multi-Family","2012-07-09",9846.64,"2016-01-13",11250
4010609000,"Multi-Family","2016-01-04",2853.1,"2016-11-22",10000
4011061000,"Duplex","2016-01-04",2033.28,"2016-11-08",4000
4020711000,"Duplex","2015-09-14",1079.71,"2016-04-12",8100
4050370000,"Single Family","2016-07-11",205.37,"2016-12-28",15037
4070523000,"Duplex","2015-11-16",608.81,"2016-03-29",109000
4201046000,"Single Family","2015-11-16",243.09,"2016-12-08",26730
4310913000,"Single Family","2015-07-13",2153.19,"2016-06-01",24000
4320037100,"Single Family","2015-11-16",1677.66,"2016-10-04",6000
4320291000,"Com/Res","2012-12-17",3836.91,"2016-10-27",20000
4320416000,"Single Family","2015-11-16",484.37,"2016-03-24",26100
4320585000,"Duplex","2016-07-11",3390.69,"2016-12-28",10512
4330629000,"Single Family","2015-11-16",1449.92,"2016-04-27",4000
4331129000,"Duplex","2015-06-08",169.21,"2016-12-07",5000
4331748000,"Duplex","2015-11-16",2380.15,"2016-06-22",4500
4331784000,"Duplex","2015-11-16",144.87,"2016-09-08",6000
4331922000,"Duplex","2014-07-14",957.81,"2016-02-05",9450
4331971000,"Duplex","2016-07-11",157.64,"2016-12-28",10014
4340126000,"Single Family","2015-07-13",467.78,"2016-01-20",20000
4340169000,"Duplex","2015-09-14",1632.07,"2016-08-25",18000
4340605000,"Com/Res","2014-07-14",2902.71,"2016-02-05",18000
4340715000,"Duplex","2016-01-04",1186.3,"2016-07-27",3000
4341530000,"Duplex","2015-01-05",4757.27,"2016-03-10",1000
4342003000,"Multi-Family","2015-07-13",3541.48,"2016-02-10",5500
4342023000,"Multi-Family","2014-06-02",1012.41,"2016-02-16",1
4350148000,"Multi-Family","2016-06-13",2869.24,"2016-11-08",13600
4350307000,"Single Family","2012-07-09",9323.6,"2016-02-03",1
4351014000,"Single Family","2015-09-14",932.77,"2016-09-01",25350
4351068000,"Duplex","2016-01-04",1152.46,"2016-07-26",50000
4581626000,"Duplex","2012-01-30",11309.94,"2016-08-09",15000
4589932000,"Single Family","2016-06-13",441.55,"2016-11-30",60100
4590057000,"Duplex","2015-09-14",2093.3,"2016-10-12",8438
4601460000,"Duplex","2015-07-13",783.11,"2016-01-08",10125
4601688000,"Single Family","2015-07-13",794.95,"2016-12-20",10000
4610674000,"Single Family","2015-07-13",256.45,"2016-01-19",12450
4610731000,"Multi-Family","2014-11-11",309.82,"2016-04-05",1000
4611341000,"Com/Res","2014-07-14",2213.21,"2016-05-03",20000
4620201000,"Single Family","2015-06-08",190.82,"2016-05-12",1000
4620229000,"Single Family","2015-07-13",2152.04,"2016-01-12",7650
4671054000,"Multi-Family","2015-09-14",416.44,"2016-03-09",3000
4671058100,"Single Family","2015-07-13",1877.15,"2016-10-04",20000
4681210000,"Duplex & Single Family","2015-07-13",1746.04,"2016-08-03",5000
4681316000,"Duplex","2015-11-16",656.95,"2016-05-03",6000
4690206000,"Single Family","2015-01-05",1205.87,"2016-03-24",1000
4690313000,"Duplex","2015-07-13",2238.29,"2016-02-17",1000
4690426000,"Single Family","2016-01-04",4682.09,"2016-07-21",26510
4691002000,"Duplex","2016-01-04",3924.8,"2016-07-07",2500
4692607000,"Duplex","2013-10-14",15380.21,"2016-07-06",1
4693103000,"Duplex","2015-11-16",534.54,"2016-03-30",6000
4700531000,"Multi-Family & Duplex","2015-09-14",3760.45,"2016-05-12",44000
4701710000,"Single Family","2016-01-04",3042.19,"2016-11-23",5000
4702716000,"Single Family","2016-01-04",1902.02,"2016-07-12",10425
4702916000,"Duplex & Single Family","2012-12-17",1464.67,"2016-10-04",25000
4703106000,"Single Family","2015-11-16",2354.64,"2016-09-21",4500
4720141000,"Duplex","2015-09-14",2399.21,"2016-04-19",35000
4940576000,"Tavern/Apts","2012-10-08",1864.47,"2016-09-27",18750
4940633000,"Single Family","2015-07-13",162.98,"2016-03-08",22575
4940725000,"Single Family","2015-06-08",1686.44,"2016-04-07",27750
4960014000,"Duplex","2014-11-11",1986.14,"2016-02-23",1000
4960650000,"Single Family","2015-09-14",1087.79,"2016-09-01",5000
4970372000,"Com/Res","2011-11-14",3527.87,"2016-05-12",13300
4970373000,"Single Family","2012-01-30",482.87,"2016-05-12",13300
4970681000,"Duplex","2016-06-13",147.13,"2016-12-07",5000
4970897000,"Single Family","2016-01-04",232.46,"2016-08-18",15375
4970905000,"Com/Res","2015-06-08",691.57,"2016-07-27",18900
4981408000,"Multi-Family","2015-07-13",1045.61,"2016-02-04",8775
4981504000,"Duplex","2015-06-08",1044.33,"2016-05-03",16000
4981529000,"Duplex","2013-12-02",2327.98,"2016-08-23",1000
5041108000,"Single Family","2014-06-02",2326.26,"2016-06-15",59000
5080041000,"Multi-Family","2015-07-13",4206.73,"2016-02-10",35700
5100113000,"Com/Res","2014-07-14",411.86,"2016-01-26",69950
5350353000,"Com/Res","2014-07-14",4478.77,"2016-02-02",20000
5370200000,"Single Family","2016-01-04",313.95,"2016-05-17",14710
5381559000,"Duplex","2016-06-13",349.49,"2016-11-22",98150
5390927000,"Single Family","2016-06-13",457.75,"2016-11-29",58500
5520104000,"Duplex","2015-07-13",2427.39,"2016-10-25",85000
5610017000,"Single Family","2016-06-13",420.53,"2016-11-16",100000
5619967000,"Single Family","2015-01-05",349.77,"2016-05-18",42000
6900122000,"Single Family","2015-11-16",2216.16,"2016-05-05",1000
